state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
TX,Tarrant,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48439,,,143611,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Taylor,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48441,,,16128,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Terrell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48443,,,124,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Terry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48445,,,867,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Throckmorton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48447,,,258,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Titus,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48449,,,3071,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Tom Green,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48451,,,12675,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Travis,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48453,,,84050,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Trinity,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48455,,,1918,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Tyler,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48457,,,2529,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Upshur,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48459,,,4509,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Upton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48461,,,367,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Uvalde,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48463,,,2454,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Val Verde,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48465,,,3635,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Van Zandt,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48467,,,6861,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Victoria,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48469,,,9170,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Walker,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48471,,,5496,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Waller,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48473,,,4186,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Ward,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48475,,,1124,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Washington,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48477,,,6037,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Webb,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48479,,,13728,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wharton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48481,,,4886,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wheeler,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48483,,,853,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wichita,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48485,,,17215,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wilbarger,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48487,,,1732,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Willacy,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48489,,,779,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Williamson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48491,,,56321,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wilson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48493,,,5622,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Winkler,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48495,,,609,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wise,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48497,,,7720,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Wood,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48499,,,8424,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Yoakum,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48501,,,795,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Young,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48503,,,3360,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Zapata,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48505,,,550,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
TX,Zavala,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 48507,,,544,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Beaver,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49001,,,945,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Box Elder,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49003,,,4131,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Cache,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49005,,,6567,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Carbon,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49007,,,2811,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Daggett,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49009,,,237,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Davis,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49011,,,22393,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Duchesne,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49013,,,1773,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Emery,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49015,,,1414,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Garfield,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49017,,,935,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Grand,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49019,,,1765,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Iron,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49021,,,5753,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Juab,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49023,,,1063,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Kane,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49025,,,1722,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Millard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49027,,,1766,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Morgan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49029,,,957,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Piute,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49031,,,285,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Rich,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49033,,,309,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Salt Lake,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49035,,,69833,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,San Juan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49037,,,2074,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Sanpete,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49039,,,2689,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Sevier,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49041,,,2405,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Summit,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49043,,,5019,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Tooele,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49045,,,4761,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Uintah,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49047,,,2897,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Utah,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49049,,,30221,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Wasatch,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49051,,,3065,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Washington,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49053,,,23081,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Wayne,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49055,,,513,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
UT,Weber,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 49057,,,18738,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
VA,Accomack,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 51001,,,6246,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
