state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
IN,Fountain,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18045,,,2411,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Franklin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18047,,,2871,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Fulton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18049,,,2280,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Gibson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18051,,,4494,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Grant,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18053,,,7858,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Greene,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18055,,,4520,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Hamilton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18057,,,36263,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Hancock,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18059,,,9444,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Harrison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18061,,,5580,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Hendricks,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18063,,,16244,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Henry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18065,,,5284,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Howard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18067,,,9995,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Huntington,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18069,,,3479,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Jackson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18071,,,3976,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Jasper,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18073,,,4868,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Jay,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18075,,,2342,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Jefferson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18077,,,4407,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Jennings,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18079,,,2789,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Johnson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18081,,,16397,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Knox,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18083,,,5601,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Kosciusko,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18085,,,6886,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,LaGrange,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18087,,,2742,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,LaPorte,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18091,,,14427,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Lake,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18089,,,56922,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Lawrence,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18093,,,5805,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Madison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18095,,,12298,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Marion,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18097,,,67590,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Marshall,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18099,,,4497,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Martin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18101,,,1721,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Miami,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18103,,,3957,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Monroe,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18105,,,13874,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Montgomery,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18107,,,4376,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Morgan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18109,,,8180,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Newton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18111,,,1993,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Noble,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18113,,,3627,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Ohio,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18115,,,711,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Orange,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18117,,,2532,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Owen,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18119,,,2550,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Parke,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18121,,,1938,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Perry,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18123,,,2586,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Pike,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18125,,,1586,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Porter,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18127,,,23140,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Posey,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18129,,,3624,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Pulaski,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18131,,,1862,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Putnam,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18133,,,3930,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Randolph,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18135,,,3506,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Ripley,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18137,,,3851,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Rush,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18139,,,2106,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Scott,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18143,,,2692,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Shelby,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18145,,,4423,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Spencer,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18147,,,2896,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,St. Joseph,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18141,,,24753,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Starke,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18149,,,3035,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Steuben,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18151,,,3237,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Sullivan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18153,,,2679,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Switzerland,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18155,,,1060,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Tippecanoe,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18157,,,15581,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Tipton,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18159,,,2066,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Union,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18161,,,1006,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Vanderburgh,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18163,,,21253,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Vermillion,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18165,,,2058,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Vigo,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18167,,,12130,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Wabash,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18169,,,3705,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Warren,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18171,,,1145,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Warrick,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18173,,,8507,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Washington,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18175,,,3225,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Wayne,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18177,,,9735,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Wells,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18179,,,2967,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,White,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18181,,,3848,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
IN,Whitley,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 18183,,,2672,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Adair,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21001,,,2245,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Allen,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21003,,,2258,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Anderson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21005,,,2020,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Ballard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21007,,,1051,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Barren,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21009,,,5188,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Bath,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21011,,,1059,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Bell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21013,,,2564,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Boone,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21015,,,11511,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Bourbon,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21017,,,1970,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Boyd,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21019,,,4962,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Boyle,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21021,,,3390,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Bracken,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21023,,,868,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Breathitt,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21025,,,870,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Breckinridge,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21027,,,2632,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Bullitt,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21029,,,8198,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Butler,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21031,,,1104,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Caldwell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21033,,,1682,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Calloway,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21035,,,4333,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
KY,Campbell,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 21037,,,8644,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
